transaction_id,user_id,merchant_id,amount,timestamp,location,payment_method,device_id,is_fraud
92,U491,M10,2860.79,2024-01-01 01:32:00,Bangalore,Card,D175,0
93,U136,M56,1647.77,2024-01-01 01:33:00,Kolkata,NetBanking,D657,0
94,U486,M22,2947.78,2024-01-01 01:34:00,Bangalore,NetBanking,D601,0
95,U79,M19,1361.63,2024-01-01 01:35:00,Mumbai,UPI,D686,0
96,U493,M60,1479.36,2024-01-01 01:36:00,Delhi,NetBanking,D80,0
97,U30,M88,1115.63,2024-01-01 01:37:00,Mumbai,Card,D499,0
98,U390,M78,51.5,2024-01-01 01:38:00,Kolkata,Wallet,D139,0
99,U342,M84,228.33,2024-01-01 01:39:00,Chennai,NetBanking,D464,0
100,U476,M86,63.87,2024-01-01 01:40:00,Bangalore,Card,D515,0
101,U463,M22,2023.46,2024-01-01 01:41:00,Mumbai,UPI,D534,0
102,U141,M33,754.79,2024-01-01 01:42:00,Bangalore,Wallet,D207,0
103,U268,M33,1420.87,2024-01-01 01:43:00,Kolkata,Card,D166,0
104,U8,M11,4762.53,2024-01-01 01:44:00,Delhi,NetBanking,D113,0
105,U413,M27,573.48,2024-01-01 01:45:00,Delhi,Wallet,D164,0
106,U292,M49,1056.56,2024-01-01 01:46:00,Bangalore,Wallet,D514,0
107,U235,M65,2817.5,2024-01-01 01:47:00,Mumbai,Wallet,D734,0
108,U227,M47,519.61,2024-01-01 01:48:00,Chennai,UPI,D210,0
109,U310,M71,160.21,2024-01-01 01:49:00,Delhi,UPI,D494,0
110,U143,M31,684.28,2024-01-01 01:50:00,Kolkata,UPI,D205,0
111,U207,M79,351.62,2024-01-01 01:51:00,Chennai,Wallet,D181,0
112,U401,M34,5309.9,2024-01-01 01:52:00,Mumbai,Wallet,D81,0
113,U78,M58,3301.77,2024-01-01 01:53:00,Mumbai,Card,D15,0
114,U488,M51,2006.99,2024-01-01 01:54:00,Kolkata,Wallet,D311,0
115,U27,M8,4103.04,2024-01-01 01:55:00,Bangalore,UPI,D51,0
116,U110,M9,3255.94,2024-01-01 01:56:00,Chennai,Card,D224,0
117,U344,M76,412.99,2024-01-01 01:57:00,Bangalore,Card,D776,0
118,U12,M21,4461.63,2024-01-01 01:58:00,Delhi,Card,D341,0
119,U77,M70,1550.2,2024-01-01 01:59:00,Chennai,Card,D112,0
120,U489,M18,3294.7,2024-01-01 02:00:00,Delhi,NetBanking,D431,0
121,U14,M32,4528.49,2024-01-01 02:01:00,Bangalore,Wallet,D136,0
122,U182,M92,765.46,2024-01-01 02:02:00,Delhi,NetBanking,D666,0
123,U484,M15,233.18,2024-01-01 02:03:00,Bangalore,Wallet,D607,0
124,U449,M63,517.37,2024-01-01 02:04:00,Chennai,NetBanking,D461,0
125,U408,M42,1114.12,2024-01-01 02:05:00,Delhi,UPI,D338,0
126,U483,M47,3407.66,2024-01-01 02:06:00,Mumbai,NetBanking,D678,0
127,U408,M51,3942.69,2024-01-01 02:07:00,Delhi,UPI,D701,0
128,U104,M71,13.95,2024-01-01 02:08:00,Chennai,UPI,D501,0
129,U175,M77,8578.5,2024-01-01 02:09:00,Delhi,NetBanking,D47,1
130,U454,M22,1080.55,2024-01-01 02:10:00,Delhi,Wallet,D439,0
131,U482,M70,502.33,2024-01-01 02:11:00,Delhi,Card,D373,0
132,U239,M28,255.36,2024-01-01 02:12:00,Kolkata,NetBanking,D15,0
133,U209,M19,823.82,2024-01-01 02:13:00,Bangalore,NetBanking,D345,0
134,U378,M42,5726.24,2024-01-01 02:14:00,Mumbai,Card,D198,0
135,U36,M77,780.77,2024-01-01 02:15:00,Chennai,NetBanking,D652,0
136,U86,M68,1462.91,2024-01-01 02:16:00,Delhi,Wallet,D206,0
137,U80,M55,2428.17,2024-01-01 02:17:00,Chennai,Wallet,D621,0
138,U214,M86,903.95,2024-01-01 02:18:00,Delhi,Card,D219,0
139,U319,M15,7135.6,2024-01-01 02:19:00,Kolkata,NetBanking,D442,0
140,U361,M99,6564.02,2024-01-01 02:20:00,Kolkata,UPI,D4,0
141,U49,M12,580.12,2024-01-01 02:21:00,Mumbai,Wallet,D113,0
142,U139,M8,1375.32,2024-01-01 02:22:00,Bangalore,NetBanking,D683,0
143,U239,M32,715.86,2024-01-01 02:23:00,Kolkata,NetBanking,D399,0
144,U167,M50,670.5,2024-01-01 02:24:00,Mumbai,UPI,D602,0
145,U154,M88,75.17,2024-01-01 02:25:00,Kolkata,NetBanking,D305,0
146,U322,M43,1880.98,2024-01-01 02:26:00,Bangalore,Wallet,D571,0
147,U384,M55,1397.04,2024-01-01 02:27:00,Bangalore,Wallet,D702,0
148,U215,M17,105.7,2024-01-01 02:28:00,Bangalore,Card,D166,0
149,U474,M37,653.25,2024-01-01 02:29:00,Bangalore,Card,D542,0
150,U203,M72,4777.72,2024-01-01 02:30:00,Chennai,NetBanking,D326,0
151,U279,M82,547.72,2024-01-01 02:31:00,Kolkata,Wallet,D752,0
152,U435,M12,313.06,2024-01-01 02:32:00,Kolkata,UPI,D315,0
153,U49,M9,1344.54,2024-01-01 02:33:00,Mumbai,Wallet,D115,0
154,U297,M81,127321.04999999999,2024-01-01 02:34:00,Bangalore,NetBanking,D46,1
155,U488,M32,554.29,2024-01-01 02:35:00,Kolkata,NetBanking,D459,0
156,U54,M35,2230.31,2024-01-01 02:36:00,Bangalore,UPI,D542,0
157,U23,M5,2867.78,2024-01-01 02:37:00,Delhi,UPI,D504,0
158,U28,M72,542.67,2024-01-01 02:38:00,Delhi,NetBanking,D153,0
159,U186,M78,2605.5,2024-01-01 02:39:00,Delhi,UPI,D323,0
160,U82,M89,917.05,2024-01-01 02:40:00,Kolkata,Card,D641,0
161,U495,M33,2001.01,2024-01-01 02:41:00,Delhi,Wallet,D166,0
162,U225,M84,2007.68,2024-01-01 02:42:00,Chennai,UPI,D462,0
163,U480,M0,1534.77,2024-01-01 02:43:00,Mumbai,NetBanking,D334,0
164,U18,M69,189.26,2024-01-01 02:44:00,Delhi,NetBanking,D591,0
165,U53,M69,3607.29,2024-01-01 02:45:00,Bangalore,Card,D80,0
166,U116,M61,773.62,2024-01-01 02:46:00,Mumbai,Wallet,D59,0
167,U49,M86,412.86,2024-01-01 02:47:00,Mumbai,UPI,D599,0
168,U196,M53,83.26,2024-01-01 02:48:00,Bangalore,Wallet,D459,0
169,U40,M24,1787.56,2024-01-01 02:49:00,Kolkata,NetBanking,D174,0
170,U96,M98,2263.7,2024-01-01 02:50:00,Mumbai,Wallet,D36,0
171,U438,M29,33.45,2024-01-01 02:51:00,Chennai,UPI,D168,0
172,U281,M25,1435.26,2024-01-01 02:52:00,Chennai,UPI,D123,0
173,U30,M25,513.65,2024-01-01 02:53:00,Mumbai,Wallet,D563,0
174,U451,M73,2072.25,2024-01-01 02:54:00,Delhi,UPI,D673,0
175,U242,M79,383.21,2024-01-01 02:55:00,Delhi,Wallet,D72,0
176,U13,M52,2348.43,2024-01-01 02:56:00,Mumbai,UPI,D584,0
177,U87,M43,977.92,2024-01-01 02:57:00,Delhi,Card,D273,0
178,U100,M3,5520.69,2024-01-01 02:58:00,Delhi,Wallet,D44,0
179,U44,M85,295.89,2024-01-01 02:59:00,Kolkata,Card,D522,0
180,U352,M19,834.26,2024-01-01 03:00:00,Bangalore,Wallet,D792,0
181,U348,M45,240.89,2024-01-01 03:01:00,Bangalore,Card,D233,0
182,U150,M76,5172.38,2024-01-01 03:02:00,Mumbai,Wallet,D16,0
183,U194,M79,4196.67,2024-01-01 03:03:00,Kolkata,Card,D241,0
184,U12,M67,596.65,2024-01-01 03:04:00,Delhi,Card,D300,0
185,U420,M52,2157.53,2024-01-01 03:05:00,Delhi,Card,D352,0
186,U214,M10,3398.97,2024-01-01 03:06:00,Delhi,Card,D292,0
187,U221,M26,1620.26,2024-01-01 03:07:00,Mumbai,Card,D458,0
188,U136,M72,1508.56,2024-01-01 03:08:00,Kolkata,UPI,D164,0
189,U427,M91,553.75,2024-01-01 03:09:00,Chennai,NetBanking,D164,0
190,U460,M63,195.45,2024-01-01 03:10:00,Mumbai,Wallet,D246,0
191,U432,M67,4550.25,2024-01-01 03:11:00,Kolkata,Card,D285,0
192,U8,M71,4613.55,2024-01-01 03:12:00,Delhi,UPI,D234,0
193,U226,M77,2005.34,2024-01-01 03:13:00,Bangalore,Card,D647,0
194,U221,M98,828.09,2024-01-01 03:14:00,Mumbai,UPI,D210,0
195,U163,M4,859.14,2024-01-01 03:15:00,Chennai,Wallet,D678,0
196,U306,M11,2588.93,2024-01-01 03:16:00,Bangalore,Card,D276,0
197,U185,M71,4548.19,2024-01-01 03:17:00,Delhi,UPI,D621,0
198,U259,M34,4362.27,2024-01-01 03:18:00,Bangalore,UPI,D148,0
199,U431,M36,3027.12,2024-01-01 03:19:00,Kolkata,Card,D796,0
200,U421,M65,2054.62,2024-01-01 03:20:00,Kolkata,Card,D110,0
201,U109,M84,175.78,2024-01-01 03:21:00,Chennai,Card,D792,0
202,U49,M23,352.59,2024-01-01 03:22:00,Mumbai,UPI,D322,0
203,U492,M68,4576.46,2024-01-01 03:23:00,Kolkata,Card,D284,0
204,U365,M29,1864.99,2024-01-01 03:24:00,Mumbai,Wallet,D228,0
205,U256,M25,18.48,2024-01-01 03:25:00,Bangalore,Card,D727,0
206,U448,M47,213.99,2024-01-01 03:26:00,Delhi,Wallet,D749,0
207,U245,M24,2178.32,2024-01-01 03:27:00,Delhi,Card,D693,0
208,U252,M60,10.15,2024-01-01 03:28:00,Kolkata,NetBanking,D150,0
209,U250,M48,350.63,2024-01-01 03:29:00,Delhi,Wallet,D507,0
210,U261,M67,1591.4,2024-01-01 03:30:00,Bangalore,Wallet,D250,0
211,U13,M14,2354.63,2024-01-01 03:31:00,Mumbai,Wallet,D214,0
212,U362,M26,2110.88,2024-01-01 03:32:00,Mumbai,NetBanking,D374,0
213,U263,M88,507.9,2024-01-01 03:33:00,Mumbai,NetBanking,D705,0
214,U286,M57,2490.83,2024-01-01 03:34:00,Delhi,NetBanking,D208,0
215,U272,M40,541.65,2024-01-01 03:35:00,Kolkata,NetBanking,D438,0
216,U221,M93,787.27,2024-01-01 03:36:00,Mumbai,NetBanking,D602,0
217,U246,M33,2744.72,2024-01-01 03:37:00,Mumbai,UPI,D289,0
218,U183,M33,2097.55,2024-01-01 03:38:00,Bangalore,Wallet,D301,0
219,U113,M60,3783.91,2024-01-01 03:39:00,Bangalore,UPI,D368,0
220,U230,M17,2143.63,2024-01-01 03:40:00,Chennai,Wallet,D409,0
221,U176,M23,1680.09,2024-01-01 03:41:00,Bangalore,UPI,D747,0
222,U469,M77,196.71,2024-01-01 03:42:00,Bangalore,NetBanking,D368,0
223,U454,M72,916.83,2024-01-01 03:43:00,Delhi,Card,D451,0
224,U215,M89,616.32,2024-01-01 03:44:00,Bangalore,Wallet,D539,0
225,U63,M49,559.4,2024-01-01 03:45:00,Mumbai,Wallet,D507,0
226,U9,M62,7224.62,2024-01-01 03:46:00,Mumbai,Wallet,D613,0
227,U108,M57,998.77,2024-01-01 03:47:00,Mumbai,Wallet,D244,0
228,U334,M98,4452.11,2024-01-01 03:48:00,Bangalore,Wallet,D328,0
229,U422,M44,13962.69,2024-01-01 03:49:00,Mumbai,UPI,D30,1
230,U316,M82,3167.65,2024-01-01 03:50:00,Mumbai,Card,D535,0
231,U134,M62,1396.87,2024-01-01 03:51:00,Mumbai,UPI,D230,0
232,U215,M70,13762.48,2024-01-01 03:52:00,Delhi,UPI,D42,1
233,U107,M44,1356.59,2024-01-01 03:53:00,Delhi,NetBanking,D326,0
234,U354,M77,434.43,2024-01-01 03:54:00,Delhi,Card,D165,0
235,U319,M78,2563.52,2024-01-01 03:55:00,Kolkata,Card,D355,0
236,U145,M26,659.15,2024-01-01 03:56:00,Delhi,Card,D380,0
237,U136,M33,49.23,2024-01-01 03:57:00,Kolkata,UPI,D747,0
238,U193,M2,2073.94,2024-01-01 03:58:00,Bangalore,NetBanking,D222,0
239,U67,M7,389.87,2024-01-01 03:59:00,Mumbai,UPI,D552,0
240,U310,M16,5642.17,2024-01-01 04:00:00,Delhi,Wallet,D160,0
241,U441,M15,6155.12,2024-01-01 04:01:00,Bangalore,Wallet,D258,0
242,U226,M65,4927.02,2024-01-01 04:02:00,Bangalore,Card,D2,0
243,U213,M53,924.57,2024-01-01 04:03:00,Bangalore,NetBanking,D44,0
244,U12,M31,31.15,2024-01-01 04:04:00,Delhi,Card,D619,0
245,U126,M95,5271.05,2024-01-01 04:05:00,Kolkata,Card,D728,0
246,U247,M23,1117.88,2024-01-01 04:06:00,Bangalore,Card,D227,0
247,U26,M89,6801.68,2024-01-01 04:07:00,Bangalore,NetBanking,D26,0
248,U8,M64,6627.47,2024-01-01 04:08:00,Delhi,UPI,D522,0
249,U154,M81,3834.77,2024-01-01 04:09:00,Kolkata,Wallet,D91,0
250,U316,M29,697.55,2024-01-01 04:10:00,Mumbai,Wallet,D717,0
251,U314,M27,972.58,2024-01-01 04:11:00,Chennai,Wallet,D721,0
252,U391,M37,3809.45,2024-01-01 04:12:00,Delhi,Card,D784,0
253,U150,M67,762.29,2024-01-01 04:13:00,Mumbai,UPI,D285,0
254,U340,M81,371.44,2024-01-01 04:14:00,Chennai,UPI,D85,0
255,U205,M93,1627.47,2024-01-01 04:15:00,Bangalore,UPI,D655,0
256,U338,M53,5502.59,2024-01-01 04:16:00,Kolkata,NetBanking,D435,0
257,U397,M42,2381.65,2024-01-01 04:17:00,Bangalore,NetBanking,D451,0
258,U4,M99,13505.76,2024-01-01 04:18:00,Chennai,Card,D31,1
259,U121,M67,204.46,2024-01-01 04:19:00,Mumbai,UPI,D148,0
260,U188,M8,1909.06,2024-01-01 04:20:00,Delhi,UPI,D108,0
261,U473,M15,9221.14,2024-01-01 04:21:00,Kolkata,Wallet,D209,0
262,U425,M11,301.84,2024-01-01 04:22:00,Kolkata,UPI,D43,0
263,U425,M6,1460.99,2024-01-01 04:23:00,Kolkata,Card,D299,0
264,U257,M40,4197.22,2024-01-01 04:24:00,Kolkata,UPI,D316,0
265,U121,M99,2700.07,2024-01-01 04:25:00,Mumbai,UPI,D662,0
266,U253,M24,2388.15,2024-01-01 04:26:00,Mumbai,Card,D638,0
267,U39,M40,2424.58,2024-01-01 04:27:00,Bangalore,Wallet,D286,0
268,U134,M82,890.98,2024-01-01 04:28:00,Mumbai,UPI,D395,0
269,U465,M81,695.12,2024-01-01 04:29:00,Kolkata,Card,D407,0
270,U241,M4,3314.75,2024-01-01 04:30:00,Delhi,UPI,D212,0
271,U189,M71,3322.66,2024-01-01 04:31:00,Bangalore,UPI,D72,0
272,U388,M79,4035.9,2024-01-01 04:32:00,Chennai,NetBanking,D696,0
273,U457,M6,4889.23,2024-01-01 04:33:00,Delhi,Wallet,D638,0
274,U62,M41,1432.19,2024-01-01 04:34:00,Chennai,UPI,D237,0
275,U409,M66,1392.37,2024-01-01 04:35:00,Chennai,UPI,D42,0
276,U109,M44,3201.9,2024-01-01 04:36:00,Chennai,UPI,D751,0
277,U271,M72,2099.44,2024-01-01 04:37:00,Chennai,Wallet,D597,0
278,U210,M80,2421.1,2024-01-01 04:38:00,Delhi,UPI,D569,0
279,U319,M47,3177.24,2024-01-01 04:39:00,Kolkata,UPI,D751,0
280,U0,M90,4414.65,2024-01-01 04:40:00,Kolkata,UPI,D112,0
281,U290,M15,824.96,2024-01-01 04:41:00,Delhi,NetBanking,D554,0
282,U305,M49,941.87,2024-01-01 04:42:00,Chennai,Wallet,D585,0
283,U363,M94,197.39,2024-01-01 04:43:00,Mumbai,UPI,D608,0
284,U358,M25,1726.83,2024-01-01 04:44:00,Delhi,Wallet,D185,0
285,U100,M48,73.21,2024-01-01 04:45:00,Delhi,Card,D591,0
286,U324,M75,1253.21,2024-01-01 04:46:00,Delhi,Wallet,D218,0
287,U41,M1,1564.59,2024-01-01 04:47:00,Mumbai,UPI,D237,0
288,U127,M93,675.26,2024-01-01 04:48:00,Mumbai,Card,D722,0
289,U429,M74,1787.27,2024-01-01 04:49:00,Kolkata,UPI,D587,0
290,U278,M92,61.95,2024-01-01 04:50:00,Delhi,UPI,D441,0
291,U270,M23,76.13,2024-01-01 04:51:00,Delhi,UPI,D685,0
292,U54,M71,3458.7,2024-01-01 04:52:00,Bangalore,UPI,D586,0
293,U450,M97,893.17,2024-01-01 04:53:00,Kolkata,NetBanking,D658,0
294,U479,M6,271.78,2024-01-01 04:54:00,Mumbai,Card,D435,0
295,U319,M99,1477.31,2024-01-01 04:55:00,Kolkata,UPI,D117,0
296,U176,M90,2939.3,2024-01-01 04:56:00,Bangalore,Wallet,D683,0
297,U77,M84,486.24,2024-01-01 04:57:00,Chennai,NetBanking,D763,0
298,U369,M91,1950.44,2024-01-01 04:58:00,Bangalore,Wallet,D441,0
299,U460,M80,178.42,2024-01-01 04:59:00,Mumbai,UPI,D13,0
300,U253,M48,106.13,2024-01-01 05:00:00,Mumbai,Card,D239,0
301,U420,M41,1515.82,2024-01-01 05:01:00,Delhi,Card,D704,0
302,U169,M35,1555.82,2024-01-01 05:02:00,Bangalore,Wallet,D747,0
303,U449,M3,2029.07,2024-01-01 05:03:00,Chennai,UPI,D318,0
304,U243,M56,2589.92,2024-01-01 05:04:00,Bangalore,NetBanking,D760,0
305,U158,M95,7447.11,2024-01-01 05:05:00,Delhi,Wallet,D267,0
306,U259,M83,1452.58,2024-01-01 05:06:00,Bangalore,Card,D86,0
307,U230,M59,780.04,2024-01-01 05:07:00,Chennai,UPI,D725,0
308,U113,M86,3171.31,2024-01-01 05:08:00,Bangalore,Wallet,D366,0
309,U117,M81,631.7,2024-01-01 05:09:00,Chennai,UPI,D450,0
310,U383,M22,1155.97,2024-01-01 05:10:00,Kolkata,NetBanking,D215,0
311,U398,M15,163.41,2024-01-01 05:11:00,Delhi,Card,D369,0
312,U446,M75,51.36,2024-01-01 05:12:00,Delhi,Wallet,D250,0
313,U470,M71,6574.76,2024-01-01 05:13:00,Kolkata,UPI,D285,0
314,U140,M10,28924.32,2024-01-01 05:14:00,Delhi,Card,D37,1
315,U185,M75,2381.29,2024-01-01 05:15:00,Delhi,Wallet,D394,0
316,U398,M27,1051.72,2024-01-01 05:16:00,Delhi,NetBanking,D370,0
317,U201,M92,380.61,2024-01-01 05:17:00,Mumbai,UPI,D571,0
318,U314,M48,340.24,2024-01-01 05:18:00,Chennai,Card,D636,0
319,U247,M25,576.01,2024-01-01 05:19:00,Bangalore,UPI,D99,0
320,U441,M30,1593.58,2024-01-01 05:20:00,Bangalore,UPI,D450,0
321,U116,M60,2507.7,2024-01-01 05:21:00,Mumbai,NetBanking,D33,0
322,U146,M43,2158.78,2024-01-01 05:22:00,Mumbai,Wallet,D195,0
323,U218,M73,656.82,2024-01-01 05:23:00,Mumbai,UPI,D44,0
324,U311,M89,6196.21,2024-01-01 05:24:00,Bangalore,UPI,D130,0
325,U192,M43,2678.03,2024-01-01 05:25:00,Delhi,Wallet,D89,0
326,U138,M80,1616.46,2024-01-01 05:26:00,Chennai,UPI,D582,0
327,U420,M32,1892.06,2024-01-01 05:27:00,Delhi,NetBanking,D667,0
328,U464,M65,1088.08,2024-01-01 05:28:00,Kolkata,UPI,D216,0
329,U1,M44,569.32,2024-01-01 05:29:00,Mumbai,NetBanking,D703,0
330,U195,M66,880.03,2024-01-01 05:30:00,Mumbai,Card,D154,0
331,U202,M66,2836.36,2024-01-01 05:31:00,Chennai,Wallet,D697,0
332,U206,M6,29.0,2024-01-01 05:32:00,Chennai,UPI,D103,0
333,U220,M30,246.76,2024-01-01 05:33:00,Bangalore,Card,D491,0
334,U459,M49,94.19,2024-01-01 05:34:00,Mumbai,Card,D562,0
335,U0,M39,83.16,2024-01-01 05:35:00,Kolkata,UPI,D683,0
336,U103,M35,3868.41,2024-01-01 05:36:00,Kolkata,UPI,D14,0
337,U254,M12,2432.48,2024-01-01 05:37:00,Bangalore,UPI,D20,0
338,U129,M97,1285.57,2024-01-01 05:38:00,Delhi,Card,D536,0
339,U445,M34,205.91,2024-01-01 05:39:00,Kolkata,Wallet,D102,0
340,U479,M14,1353.04,2024-01-01 05:40:00,Mumbai,Card,D224,0
341,U400,M27,1282.9,2024-01-01 05:41:00,Delhi,Card,D32,0
