transaction_id,user_id,merchant_id,amount,timestamp,location,payment_method,device_id,is_fraud,hour,user_txn_count,user_avg_amt,amt_deviation,device_usage,txn_per_hour,location_change
15,U250,M22,405.22,2024-01-01 00:15:00,Delhi,UPI,D452,0,0,19,2373.5,-1968.28,12,1,0
16,U486,M9,725.51,2024-01-01 00:16:00,Bangalore,NetBanking,D477,0,0,28,1662.0946428571428,-936.5846428571429,16,1,0
17,U273,M64,1487.86,2024-01-01 00:17:00,Bangalore,Wallet,D276,0,0,14,1439.6200000000001,48.23999999999978,13,2,0
18,U406,M6,1131.07,2024-01-01 00:18:00,Kolkata,Wallet,D422,0,0,17,2215.904117647059,-1084.8341176470592,15,3,0
19,U115,M83,688.45,2024-01-01 00:19:00,Chennai,Wallet,D643,0,0,21,1316.6028571428571,-628.1528571428571,8,2,0
20,U378,M66,1892.74,2024-01-01 00:20:00,Mumbai,NetBanking,D711,0,0,17,3255.7264705882353,-1362.9864705882353,14,1,0
21,U308,M25,300.47,2024-01-01 00:21:00,Chennai,NetBanking,D302,0,0,19,1889.0705263157893,-1588.6005263157892,12,1,0
22,U179,M52,691.03,2024-01-01 00:22:00,Mumbai,NetBanking,D349,0,0,16,2070.391875,-1379.3618749999998,13,2,0
23,U396,M78,912.55,2024-01-01 00:23:00,Mumbai,UPI,D40,0,0,21,3806.780952380952,-2894.2309523809517,25,2,0
24,U260,M57,1217.87,2024-01-01 00:24:00,Delhi,NetBanking,D548,0,0,25,5810.8644,-4592.9944000000005,13,1,0
25,U460,M65,3075.87,2024-01-01 00:25:00,Mumbai,NetBanking,D226,0,0,25,1621.1848,1454.6852,10,1,0
26,U84,M89,4900.17,2024-01-01 00:26:00,Chennai,Card,D2,1,0,17,1605.5123529411765,3294.6576470588234,15,1,0
27,U42,M96,1444.06,2024-01-01 00:27:00,Bangalore,NetBanking,D243,0,0,31,2699.5851612903225,-1255.5251612903226,13,3,0
28,U102,M28,1795.01,2024-01-01 00:28:00,Mumbai,NetBanking,D120,0,0,23,1890.395652173913,-95.38565217391306,15,3,0
29,U322,M73,95.13,2024-01-01 00:29:00,Bangalore,UPI,D316,0,0,17,2316.545882352941,-2221.415882352941,15,1,0
30,U411,M7,1870.67,2024-01-01 00:30:00,Chennai,Card,D504,0,0,16,2127.879375,-257.2093749999999,17,1,0
31,U47,M86,373.92,2024-01-01 00:31:00,Bangalore,Card,D354,0,0,24,2587.8337500000002,-2213.91375,13,1,0
32,U456,M59,134.53,2024-01-01 00:32:00,Kolkata,NetBanking,D616,0,0,25,1720.828,-1586.298,11,2,0
33,U436,M70,5947.38,2024-01-01 00:33:00,Mumbai,Card,D674,0,0,15,2659.9186666666665,3287.4613333333336,11,2,0
34,U41,M42,53930.08,2024-01-01 00:34:00,Bangalore,Wallet,D32,1,0,16,6315.096875,47614.983125,23,1,0
35,U157,M7,3304.66,2024-01-01 00:35:00,Kolkata,Card,D226,0,0,12,2276.1291666666666,1028.5308333333332,10,1,0
36,U171,M94,726.58,2024-01-01 00:36:00,Mumbai,Card,D668,0,0,22,1792.144090909091,-1065.5640909090907,7,1,0
37,U113,M1,205.55,2024-01-01 00:37:00,Bangalore,Card,D630,0,0,34,2167.3914705882353,-1961.8414705882353,17,1,0
38,U181,M43,2305.5,2024-01-01 00:38:00,Delhi,Card,D455,0,0,28,2297.675,7.824999999999818,10,2,0
39,U205,M82,1160.18,2024-01-01 00:39:00,Bangalore,Card,D425,0,0,24,2784.3320833333332,-1624.1520833333332,16,3,0
40,U205,M16,260.3,2024-01-01 00:40:00,Bangalore,Card,D690,0,0,24,2784.3320833333332,-2524.032083333333,8,3,0
41,U370,M78,1367.09,2024-01-01 00:41:00,Mumbai,NetBanking,D584,0,0,24,1419.7508333333333,-52.66083333333336,12,2,0
42,U21,M0,69.99,2024-01-01 00:42:00,Delhi,UPI,D180,0,0,20,1324.2075,-1254.2175,11,2,0
43,U319,M70,4800.85,2024-01-01 00:43:00,Kolkata,Wallet,D370,0,0,22,1824.203181818182,2976.646818181818,18,1,0
44,U463,M35,598.92,2024-01-01 00:44:00,Mumbai,Card,D235,0,0,20,1814.9154999999998,-1215.9955,8,1,0
45,U311,M66,2172.51,2024-01-01 00:45:00,Bangalore,NetBanking,D382,0,0,22,2746.383181818182,-573.8731818181818,10,1,0
46,U183,M48,747.09,2024-01-01 00:46:00,Bangalore,Wallet,D735,0,0,23,2368.512608695652,-1621.422608695652,13,3,0
47,U433,M13,1468.22,2024-01-01 00:47:00,Bangalore,NetBanking,D31,0,0,19,1775.493157894737,-307.27315789473687,30,1,0
48,U66,M25,1582.45,2024-01-01 00:48:00,Bangalore,UPI,D365,0,0,15,3561.1513333333332,-1978.7013333333332,14,2,0
49,U498,M80,408.78,2024-01-01 00:49:00,Bangalore,Wallet,D402,0,0,25,1591.3524,-1182.5724,9,2,0
50,U455,M40,6985.61,2024-01-01 00:50:00,Chennai,UPI,D429,0,0,20,2022.8139999999999,4962.796,8,1,0
51,U297,M14,2984.49,2024-01-01 00:51:00,Chennai,NetBanking,D350,0,0,18,8949.052777777779,-5964.562777777779,14,3,0
52,U397,M94,5610.19,2024-01-01 00:52:00,Bangalore,NetBanking,D730,0,0,23,4837.957826086957,772.232173913043,15,1,0
53,U299,M60,4504.3,2024-01-01 00:53:00,Bangalore,Card,D139,0,0,15,2724.2906666666668,1780.0093333333334,9,2,0
54,U396,M28,1822.11,2024-01-01 00:54:00,Mumbai,NetBanking,D265,0,0,21,3806.780952380952,-1984.670952380952,10,2,0
55,U58,M84,5098.87,2024-01-01 00:55:00,Chennai,Card,D521,0,0,23,4605.131739130435,493.73826086956524,14,1,0
56,U482,M22,185.31,2024-01-01 00:56:00,Delhi,Wallet,D492,0,0,11,1948.2763636363636,-1762.9663636363637,8,2,0
57,U213,M36,436.27,2024-01-01 00:57:00,Bangalore,UPI,D486,0,0,24,1766.6391666666668,-1330.3691666666668,10,2,0
58,U79,M68,740.48,2024-01-01 00:58:00,Kolkata,Card,D30,1,0,29,1731.2837931034485,-990.8037931034485,17,2,0
59,U133,M15,787.06,2024-01-01 00:59:00,Bangalore,Wallet,D620,0,0,26,2478.430384615385,-1691.3703846153849,9,1,0
60,U1,M30,984.26,2024-01-01 01:00:00,Mumbai,NetBanking,D242,0,1,19,2076.3594736842106,-1092.0994736842106,18,1,0
61,U172,M6,633.12,2024-01-01 01:01:00,Chennai,Card,D294,0,1,20,1919.25,-1286.13,13,1,0
62,U13,M29,3529.12,2024-01-01 01:02:00,Mumbai,Card,D686,0,1,29,1977.7441379310346,1551.3758620689653,12,1,0
63,U224,M87,882.45,2024-01-01 01:03:00,Bangalore,NetBanking,D407,0,1,19,1708.59,-826.1399999999999,11,2,0
64,U437,M90,659.61,2024-01-01 01:04:00,Mumbai,UPI,D785,0,1,22,2252.898181818182,-1593.2881818181818,16,3,0
65,U260,M73,1564.81,2024-01-01 01:05:00,Delhi,Wallet,D292,0,1,25,5810.8644,-4246.054400000001,13,2,0
66,U344,M17,303.8,2024-01-01 01:06:00,Bangalore,Card,D596,0,1,19,1294.6752631578947,-990.8752631578948,15,3,0
67,U33,M51,3240.97,2024-01-01 01:07:00,Bangalore,NetBanking,D20,0,1,24,2344.8979166666663,896.0720833333335,17,1,0
68,U115,M69,154.95,2024-01-01 01:08:00,Chennai,NetBanking,D616,0,1,21,1316.6028571428571,-1161.652857142857,11,1,0
69,U243,M21,8668.29,2024-01-01 01:09:00,Bangalore,Wallet,D293,0,1,27,2233.408888888889,6434.881111111112,14,2,0
70,U95,M52,2958.97,2024-01-01 01:10:00,Delhi,NetBanking,D389,0,1,19,1958.7857894736842,1000.1842105263156,21,1,0
71,U410,M56,443.08,2024-01-01 01:11:00,Mumbai,Wallet,D244,0,1,12,1537.4425,-1094.3625000000002,8,1,0
72,U333,M81,11.07,2024-01-01 01:12:00,Mumbai,UPI,D548,0,1,22,1371.5477272727273,-1360.4777272727274,13,2,0
73,U499,M30,3379.79,2024-01-01 01:13:00,Bangalore,NetBanking,D377,0,1,26,2923.9011538461536,455.8888461538463,12,2,0
74,U426,M51,2454.19,2024-01-01 01:14:00,Kolkata,UPI,D466,0,1,22,1977.942727272727,476.24727272727296,12,1,0
75,U487,M75,2611.33,2024-01-01 01:15:00,Mumbai,UPI,D511,0,1,19,1945.8999999999999,665.4300000000001,15,1,0
76,U189,M39,2950.43,2024-01-01 01:16:00,Bangalore,Wallet,D195,0,1,19,2028.2505263157896,922.1794736842103,5,2,0
77,U59,M67,153.86,2024-01-01 01:17:00,Kolkata,Card,D181,0,1,20,1862.191,-1708.3310000000001,18,1,0
78,U244,M67,887.79,2024-01-01 01:18:00,Mumbai,Wallet,D209,0,1,21,1818.2366666666667,-930.4466666666667,15,2,0
79,U211,M50,246.3,2024-01-01 01:19:00,Mumbai,Wallet,D722,0,1,21,2343.985714285714,-2097.685714285714,12,1,0
80,U361,M71,3977.06,2024-01-01 01:20:00,Kolkata,UPI,D436,0,1,21,2696.9185714285713,1280.1414285714286,14,1,0
81,U240,M69,1952.6,2024-01-01 01:21:00,Mumbai,NetBanking,D537,0,1,18,2282.26,-329.6600000000003,14,1,0
82,U262,M74,803.64,2024-01-01 01:22:00,Delhi,Wallet,D639,0,1,11,1983.620909090909,-1179.9809090909089,16,2,0
83,U301,M62,131.34,2024-01-01 01:23:00,Chennai,NetBanking,D420,0,1,13,2135.5130769230773,-2004.1730769230774,15,1,0
84,U382,M10,744.98,2024-01-01 01:24:00,Delhi,Card,D749,0,1,14,1361.7207142857144,-616.7407142857144,13,1,0
85,U329,M38,786.63,2024-01-01 01:25:00,Kolkata,NetBanking,D532,0,1,27,3683.4525925925927,-2896.8225925925926,6,3,0
86,U449,M16,2615.75,2024-01-01 01:26:00,Chennai,Card,D386,0,1,29,1786.5827586206897,829.1672413793103,11,1,0
87,U233,M7,2029.78,2024-01-01 01:27:00,Delhi,UPI,D620,0,1,24,5167.3425,-3137.5625,9,3,0
88,U116,M66,4364.5,2024-01-01 01:28:00,Mumbai,Wallet,D488,0,1,18,2694.597777777778,1669.902222222222,12,3,0
89,U36,M17,1278.13,2024-01-01 01:29:00,Chennai,NetBanking,D240,0,1,17,2185.644705882353,-907.5147058823527,12,2,0
90,U127,M78,254.74,2024-01-01 01:30:00,Mumbai,Wallet,D327,0,1,23,2520.487391304348,-2265.7473913043477,17,1,0
91,U451,M76,2498.25,2024-01-01 01:31:00,Delhi,NetBanking,D270,0,1,32,1552.759375,945.4906249999999,9,1,0
92,U491,M10,2860.79,2024-01-01 01:32:00,Bangalore,Card,D175,0,1,16,2366.1306250000002,494.6593749999997,9,3,0
93,U136,M56,1647.77,2024-01-01 01:33:00,Kolkata,NetBanking,D657,0,1,21,1544.5314285714285,103.2385714285715,18,1,0
94,U486,M22,2947.78,2024-01-01 01:34:00,Bangalore,NetBanking,D601,0,1,28,1662.0946428571428,1285.6853571428574,16,2,0
95,U79,M19,1361.63,2024-01-01 01:35:00,Mumbai,UPI,D686,0,1,29,1731.2837931034485,-369.6537931034484,12,2,1
96,U493,M60,1479.36,2024-01-01 01:36:00,Delhi,NetBanking,D80,0,1,26,1565.5688461538462,-86.20884615384625,15,1,0
97,U30,M88,1115.63,2024-01-01 01:37:00,Mumbai,Card,D499,0,1,19,1599.7768421052633,-484.1468421052632,10,2,0
98,U390,M78,51.5,2024-01-01 01:38:00,Kolkata,Wallet,D139,0,1,16,8467.634375,-8416.134375,9,3,0
99,U342,M84,228.33,2024-01-01 01:39:00,Chennai,NetBanking,D464,0,1,18,2001.9516666666666,-1773.6216666666667,10,2,0
100,U476,M86,63.87,2024-01-01 01:40:00,Bangalore,Card,D515,0,1,21,2093.114285714286,-2029.244285714286,17,1,0
101,U463,M22,2023.46,2024-01-01 01:41:00,Mumbai,UPI,D534,0,1,20,1814.9154999999998,208.5445000000002,9,1,0
102,U141,M33,754.79,2024-01-01 01:42:00,Bangalore,Wallet,D207,0,1,31,2958.1780645161293,-2203.3880645161294,12,2,0
103,U268,M33,1420.87,2024-01-01 01:43:00,Kolkata,Card,D166,0,1,21,1908.5657142857142,-487.6957142857143,19,2,0
104,U8,M11,4762.53,2024-01-01 01:44:00,Delhi,NetBanking,D113,0,1,28,3038.3889285714286,1724.1410714285712,9,2,0
105,U413,M27,573.48,2024-01-01 01:45:00,Delhi,Wallet,D164,0,1,28,2048.317857142857,-1474.837857142857,14,1,0
106,U292,M49,1056.56,2024-01-01 01:46:00,Bangalore,Wallet,D514,0,1,24,3200.3020833333335,-2143.7420833333335,8,2,0
107,U235,M65,2817.5,2024-01-01 01:47:00,Mumbai,Wallet,D734,0,1,30,2227.337666666667,590.1623333333332,17,3,0
108,U227,M47,519.61,2024-01-01 01:48:00,Chennai,UPI,D210,0,1,17,2317.030588235294,-1797.420588235294,9,3,0
109,U310,M71,160.21,2024-01-01 01:49:00,Delhi,UPI,D494,0,1,20,3631.4660000000003,-3471.2560000000003,12,2,0
110,U143,M31,684.28,2024-01-01 01:50:00,Kolkata,UPI,D205,0,1,19,4455.337894736842,-3771.057894736842,11,2,0
111,U207,M79,351.62,2024-01-01 01:51:00,Chennai,Wallet,D181,0,1,22,2642.1386363636366,-2290.5186363636367,18,2,0
112,U401,M34,5309.9,2024-01-01 01:52:00,Mumbai,Wallet,D81,0,1,22,4249.324545454546,1060.5754545454538,9,1,0
113,U78,M58,3301.77,2024-01-01 01:53:00,Mumbai,Card,D15,0,1,24,1720.7520833333335,1581.0179166666665,28,2,0
114,U488,M51,2006.99,2024-01-01 01:54:00,Kolkata,Wallet,D311,0,1,21,1450.027619047619,556.962380952381,11,1,0
115,U27,M8,4103.04,2024-01-01 01:55:00,Bangalore,UPI,D51,0,1,19,3063.7168421052634,1039.3231578947366,13,3,0
116,U110,M9,3255.94,2024-01-01 01:56:00,Chennai,Card,D224,0,1,17,2109.96,1145.98,13,3,0
117,U344,M76,412.99,2024-01-01 01:57:00,Bangalore,Card,D776,0,1,19,1294.6752631578947,-881.6852631578947,9,3,0
118,U12,M21,4461.63,2024-01-01 01:58:00,Delhi,Card,D341,0,1,22,5202.6509090909085,-741.0209090909084,18,2,0
119,U77,M70,1550.2,2024-01-01 01:59:00,Chennai,Card,D112,0,1,26,1746.5207692307692,-196.3207692307692,10,1,0
120,U489,M18,3294.7,2024-01-01 02:00:00,Delhi,NetBanking,D431,0,2,20,2488.9535,805.7464999999997,16,1,0
121,U14,M32,4528.49,2024-01-01 02:01:00,Bangalore,Wallet,D136,0,2,10,2911.294,1617.196,10,1,0
122,U182,M92,765.46,2024-01-01 02:02:00,Delhi,NetBanking,D666,0,2,23,1906.1321739130435,-1140.6721739130435,11,3,0
123,U484,M15,233.18,2024-01-01 02:03:00,Bangalore,Wallet,D607,0,2,14,2050.0385714285717,-1816.8585714285716,20,1,0
124,U449,M63,517.37,2024-01-01 02:04:00,Chennai,NetBanking,D461,0,2,29,1786.5827586206897,-1269.2127586206898,14,1,0
125,U408,M42,1114.12,2024-01-01 02:05:00,Delhi,UPI,D338,0,2,13,1870.4769230769232,-756.3569230769233,12,3,0
126,U483,M47,3407.66,2024-01-01 02:06:00,Mumbai,NetBanking,D678,0,2,21,1739.608095238095,1668.0519047619048,13,2,0
127,U408,M51,3942.69,2024-01-01 02:07:00,Delhi,UPI,D701,0,2,13,1870.4769230769232,2072.213076923077,17,3,0
128,U104,M71,13.95,2024-01-01 02:08:00,Chennai,UPI,D501,0,2,18,3985.417777777778,-3971.4677777777783,10,3,0
129,U175,M77,8578.5,2024-01-01 02:09:00,Delhi,NetBanking,D47,1,2,14,2185.4314285714286,6393.068571428572,21,3,0
130,U454,M22,1080.55,2024-01-01 02:10:00,Delhi,Wallet,D439,0,2,17,1789.330588235294,-708.7805882352941,16,3,0
131,U482,M70,502.33,2024-01-01 02:11:00,Delhi,Card,D373,0,2,11,1948.2763636363636,-1445.9463636363637,15,2,0
132,U239,M28,255.36,2024-01-01 02:12:00,Kolkata,NetBanking,D15,0,2,23,1633.341304347826,-1377.9813043478262,28,2,0
133,U209,M19,823.82,2024-01-01 02:13:00,Bangalore,NetBanking,D345,0,2,17,2403.9576470588236,-1580.1376470588234,11,2,0
134,U378,M42,5726.24,2024-01-01 02:14:00,Mumbai,Card,D198,0,2,17,3255.7264705882353,2470.5135294117645,11,1,0
135,U36,M77,780.77,2024-01-01 02:15:00,Chennai,NetBanking,D652,0,2,17,2185.644705882353,-1404.8747058823528,10,3,0
136,U86,M68,1462.91,2024-01-01 02:16:00,Delhi,Wallet,D206,0,2,22,1959.1868181818181,-496.27681818181804,11,2,0
137,U80,M55,2428.17,2024-01-01 02:17:00,Chennai,Wallet,D621,0,2,13,2138.509230769231,289.6607692307689,18,3,0
138,U214,M86,903.95,2024-01-01 02:18:00,Delhi,Card,D219,0,2,21,3453.935238095238,-2549.985238095238,14,2,0
139,U319,M15,7135.6,2024-01-01 02:19:00,Kolkata,NetBanking,D442,0,2,22,1824.203181818182,5311.396818181818,18,1,0
140,U361,M99,6564.02,2024-01-01 02:20:00,Kolkata,UPI,D4,0,2,21,2696.9185714285713,3867.101428571429,20,1,0
141,U49,M12,580.12,2024-01-01 02:21:00,Mumbai,Wallet,D113,0,2,27,2351.554074074074,-1771.434074074074,9,3,0
142,U139,M8,1375.32,2024-01-01 02:22:00,Bangalore,NetBanking,D683,0,2,23,1382.5013043478261,-7.181304347826199,16,2,0
143,U239,M32,715.86,2024-01-01 02:23:00,Kolkata,NetBanking,D399,0,2,23,1633.341304347826,-917.481304347826,10,2,0
144,U167,M50,670.5,2024-01-01 02:24:00,Mumbai,UPI,D602,0,2,24,1812.0512500000002,-1141.5512500000002,19,2,0
145,U154,M88,75.17,2024-01-01 02:25:00,Kolkata,NetBanking,D305,0,2,25,2944.4316,-2869.2616,11,1,0
146,U322,M43,1880.98,2024-01-01 02:26:00,Bangalore,Wallet,D571,0,2,17,2316.545882352941,-435.5658823529411,13,1,0
147,U384,M55,1397.04,2024-01-01 02:27:00,Bangalore,Wallet,D702,0,2,20,2511.34,-1114.3000000000002,20,3,0
148,U215,M17,105.7,2024-01-01 02:28:00,Bangalore,Card,D166,0,2,31,3362.581935483871,-3256.881935483871,19,5,0
149,U474,M37,653.25,2024-01-01 02:29:00,Bangalore,Card,D542,0,2,28,1888.6225,-1235.3725,16,1,0
150,U203,M72,4777.72,2024-01-01 02:30:00,Chennai,NetBanking,D326,0,2,30,2169.837,2607.8830000000003,14,2,0
151,U279,M82,547.72,2024-01-01 02:31:00,Kolkata,Wallet,D752,0,2,18,1218.8366666666666,-671.1166666666666,23,1,0
152,U435,M12,313.06,2024-01-01 02:32:00,Kolkata,UPI,D315,0,2,14,3312.1385714285716,-2999.0785714285716,12,1,0
153,U49,M9,1344.54,2024-01-01 02:33:00,Mumbai,Wallet,D115,0,2,27,2351.554074074074,-1007.014074074074,19,3,0
154,U297,M81,127321.05,2024-01-01 02:34:00,Bangalore,NetBanking,D46,1,2,18,8949.052777777779,118371.99722222223,26,1,1
155,U488,M32,554.29,2024-01-01 02:35:00,Kolkata,NetBanking,D459,0,2,21,1450.027619047619,-895.7376190476191,11,2,0
156,U54,M35,2230.31,2024-01-01 02:36:00,Bangalore,UPI,D542,0,2,19,5188.903157894737,-2958.593157894737,16,2,0
157,U23,M5,2867.78,2024-01-01 02:37:00,Delhi,UPI,D504,0,2,16,4354.4418749999995,-1486.6618749999993,17,1,0
158,U28,M72,542.67,2024-01-01 02:38:00,Delhi,NetBanking,D153,0,2,20,1784.611,-1241.9410000000003,17,1,0
159,U186,M78,2605.5,2024-01-01 02:39:00,Delhi,UPI,D323,0,2,13,1331.413076923077,1274.086923076923,11,1,0
160,U82,M89,917.05,2024-01-01 02:40:00,Kolkata,Card,D641,0,2,16,1394.316875,-477.266875,16,2,0
161,U495,M33,2001.01,2024-01-01 02:41:00,Delhi,Wallet,D166,0,2,27,3819.42,-1818.41,19,2,0
162,U225,M84,2007.68,2024-01-01 02:42:00,Chennai,UPI,D462,0,2,16,1654.22125,353.45875,14,2,0
163,U480,M0,1534.77,2024-01-01 02:43:00,Mumbai,NetBanking,D334,0,2,20,4382.0245,-2847.2545000000005,16,2,0
164,U18,M69,189.26,2024-01-01 02:44:00,Delhi,NetBanking,D591,0,2,8,1715.36,-1526.1,11,1,0
165,U53,M69,3607.29,2024-01-01 02:45:00,Bangalore,Card,D80,0,2,22,3786.2154545454546,-178.9254545454546,15,3,0
166,U116,M61,773.62,2024-01-01 02:46:00,Mumbai,Wallet,D59,0,2,18,2694.597777777778,-1920.977777777778,17,1,0
167,U49,M86,412.86,2024-01-01 02:47:00,Mumbai,UPI,D599,0,2,27,2351.554074074074,-1938.6940740740738,12,3,0
168,U196,M53,83.26,2024-01-01 02:48:00,Bangalore,Wallet,D459,0,2,24,2316.844583333333,-2233.584583333333,11,3,0
169,U40,M24,1787.56,2024-01-01 02:49:00,Kolkata,NetBanking,D174,0,2,18,6058.693333333333,-4271.133333333333,15,1,0
170,U96,M98,2263.7,2024-01-01 02:50:00,Mumbai,Wallet,D36,0,2,18,2127.8966666666665,135.80333333333328,15,2,0
171,U438,M29,33.45,2024-01-01 02:51:00,Chennai,UPI,D168,0,2,31,2537.880322580645,-2504.430322580645,18,3,0
172,U281,M25,1435.26,2024-01-01 02:52:00,Chennai,UPI,D123,0,2,22,2046.0463636363638,-610.7863636363638,11,3,0
173,U30,M25,513.65,2024-01-01 02:53:00,Mumbai,Wallet,D563,0,2,19,1599.7768421052633,-1086.1268421052632,23,3,0
174,U451,M73,2072.25,2024-01-01 02:54:00,Delhi,UPI,D673,0,2,32,1552.759375,519.4906249999999,7,2,0
175,U242,M79,383.21,2024-01-01 02:55:00,Delhi,Wallet,D72,0,2,26,2401.744230769231,-2018.5342307692308,11,3,0
176,U13,M52,2348.43,2024-01-01 02:56:00,Mumbai,UPI,D584,0,2,29,1977.7441379310346,370.6858620689652,12,1,0
177,U87,M43,977.92,2024-01-01 02:57:00,Delhi,Card,D273,0,2,27,2245.602962962963,-1267.6829629629628,12,4,0
178,U100,M3,5520.69,2024-01-01 02:58:00,Delhi,Wallet,D44,0,2,13,1768.7030769230769,3751.9869230769227,19,3,0
179,U44,M85,295.89,2024-01-01 02:59:00,Kolkata,Card,D522,0,2,23,2786.3678260869565,-2490.4778260869566,17,1,0
180,U352,M19,834.26,2024-01-01 03:00:00,Bangalore,Wallet,D792,0,3,13,1044.0261538461539,-209.76615384615388,13,2,0
181,U348,M45,240.89,2024-01-01 03:01:00,Bangalore,Card,D233,0,3,17,2561.130588235294,-2320.240588235294,12,2,0
182,U150,M76,5172.38,2024-01-01 03:02:00,Mumbai,Wallet,D16,0,3,20,2384.841,2787.539,12,2,0
183,U194,M79,4196.67,2024-01-01 03:03:00,Kolkata,Card,D241,0,3,20,2705.5029999999997,1491.1670000000004,9,2,0
184,U12,M67,596.65,2024-01-01 03:04:00,Delhi,Card,D300,0,3,22,5202.6509090909085,-4606.000909090909,14,4,0
185,U420,M52,2157.53,2024-01-01 03:05:00,Delhi,Card,D352,0,3,18,2043.6872222222223,113.84277777777788,12,1,0
186,U214,M10,3398.97,2024-01-01 03:06:00,Delhi,Card,D292,0,3,21,3453.935238095238,-54.96523809523842,13,1,0
187,U221,M26,1620.26,2024-01-01 03:07:00,Mumbai,Card,D458,0,3,20,1927.902,-307.64200000000005,13,3,0
188,U136,M72,1508.56,2024-01-01 03:08:00,Kolkata,UPI,D164,0,3,21,1544.5314285714285,-35.97142857142853,14,4,0
189,U427,M91,553.75,2024-01-01 03:09:00,Chennai,NetBanking,D164,0,3,22,2775.619090909091,-2221.869090909091,14,2,0
190,U460,M63,195.45,2024-01-01 03:10:00,Mumbai,Wallet,D246,0,3,25,1621.1848,-1425.7348,15,3,0
191,U432,M67,4550.25,2024-01-01 03:11:00,Kolkata,Card,D285,0,3,12,2757.429166666667,1792.8208333333332,14,1,0
192,U8,M71,4613.55,2024-01-01 03:12:00,Delhi,UPI,D234,0,3,28,3038.3889285714286,1575.1610714285716,9,1,0
193,U226,M77,2005.34,2024-01-01 03:13:00,Bangalore,Card,D647,0,3,16,1528.2787500000002,477.06124999999975,10,4,0
194,U221,M98,828.09,2024-01-01 03:14:00,Mumbai,UPI,D210,0,3,20,1927.902,-1099.812,9,3,0
195,U163,M4,859.14,2024-01-01 03:15:00,Chennai,Wallet,D678,0,3,24,3143.6266666666666,-2284.4866666666667,13,3,0
196,U306,M11,2588.93,2024-01-01 03:16:00,Bangalore,Card,D276,0,3,23,2294.0117391304348,294.9182608695651,13,1,0
197,U185,M71,4548.19,2024-01-01 03:17:00,Delhi,UPI,D621,0,3,23,3071.4591304347823,1476.7308695652173,18,1,0
198,U259,M34,4362.27,2024-01-01 03:18:00,Bangalore,UPI,D148,0,3,20,2255.3605,2106.9095000000007,12,2,0
199,U431,M36,3027.12,2024-01-01 03:19:00,Kolkata,Card,D796,0,3,13,9450.895384615385,-6423.7753846153855,6,2,0
200,U421,M65,2054.62,2024-01-01 03:20:00,Kolkata,Card,D110,0,3,18,1480.6911111111112,573.9288888888887,12,2,0
201,U109,M84,175.78,2024-01-01 03:21:00,Chennai,Card,D792,0,3,22,2179.635909090909,-2003.855909090909,13,1,0
202,U49,M23,352.59,2024-01-01 03:22:00,Mumbai,UPI,D322,0,3,27,2351.554074074074,-1998.964074074074,9,2,0
203,U492,M68,4576.46,2024-01-01 03:23:00,Kolkata,Card,D284,0,3,23,5553.4404347826085,-976.9804347826084,8,1,0
204,U365,M29,1864.99,2024-01-01 03:24:00,Mumbai,Wallet,D228,0,3,15,1546.872,318.11799999999994,9,1,0
